"";"parsed";"ebird"
"7754";"Cyanoderma melanothorax";"Cyanoderma melanothorax"
"7755";"Acanthoptila nipalensis";NA
"7756";"Argya altirostris";"Argya altirostris"
"7757";"Argya caudata";"Argya caudata"
"7758";"Argya earlei";"Argya earlei"
"7759";"Argya gularis";"Argya gularis"
"7760";"Argya squamiceps";"Argya squamiceps"
"7761";"Argya aylmeri";"Argya aylmeri"
"7762";"Argya rubiginosa";"Argya rubiginosa"
"7763";"Actinodura egertoni";"Actinodura egertoni"
"7764";"Alcippe nipalensis";"Alcippe nipalensis"
"7765";"Heterophasia gracilis";"Heterophasia gracilis"
"7766";"Heterophasia pulchella";"Heterophasia pulchella"
"7767";"Paradoxornis aemodium";NA
"7768";"Alauda leucoptera";"Alauda leucoptera"
"7769";"Dicaeum everetti";"Dicaeum everetti"
"7770";"Dicaeum aureolimbatum";"Dicaeum aureolimbatum"
"7771";"Dicaeum vulneratum";"Dicaeum vulneratum"
"7772";"Dicaeum geelvinkianum";"Dicaeum geelvinkianum"
"7773";"Dicaeum eximium";"Dicaeum eximium"
"7774";"Dicaeum monticolum";"Dicaeum monticolum"
"7775";"Dicaeum celebicum";"Dicaeum celebicum"
"7776";"Anthreptes gabonicus";"Anthreptes gabonicus"
"7777";"Hedydipna platura";"Hedydipna platura"
"7778";"Anthreptes seimundi";"Anthreptes seimundi"
"7779";"Cyanomitra olivacea";"Cyanomitra olivacea"
"7780";"Cyanomitra alinae";"Cyanomitra alinae"
"7781";"Cyanomitra cyanolaema";"Cyanomitra cyanolaema"
"7782";"Chalcomitra fuliginosa";"Chalcomitra fuliginosa"
"7783";"Chalcomitra senegalensis";"Chalcomitra senegalensis"
"7784";"Cinnyris bouvieri";"Cinnyris bouvieri"
"7785";"Cinnyris chalybeus";"Cinnyris chalybeus"
"7786";"Cinnyris neergaardi";"Cinnyris neergaardi"
"7787";"Cinnyris minullus";"Cinnyris minullus"
"7788";"Cinnyris cupreus";"Cinnyris cupreus"
"7789";"Drepanorhynchus reichenowi";"Drepanorhynchus reichenowi"
"7790";"Cinnyris shelleyi";"Cinnyris shelleyi"
"7791";"Cinnyris erythrocercus";"Cinnyris erythrocercus"
"7792";"Cinnyris coccinigastrus";"Cinnyris coccinigastrus"
"7793";"Cinnyris johannae";"Cinnyris johannae"
"7794";"Cinnyris superbus";"Cinnyris superbus"
"7795";"Aethopyga pulcherrima";"Aethopyga pulcherrima"
"7796";"Aethopyga ignicauda";"Aethopyga ignicauda"
"7797";"Arachnothera clarae";"Arachnothera clarae"
"7798";"Carpospiza brachydactyla";"Carpospiza brachydactyla"
"7799";"Anthus lineiventris";"Anthus lineiventris"
"7800";"Anthus novaeseelandiae";"Anthus novaeseelandiae"
"7801";"Anthus leucophrys";"Anthus leucophrys"
"7802";"Anthus vaalensis";"Anthus vaalensis"
"7803";"Anthus pallidiventris";"Anthus pallidiventris"
"7804";"Anthus brachyurus";"Anthus brachyurus"
"7805";"Anthus caffer";"Anthus caffer"
"7806";"Anthus trivialis";"Anthus trivialis"
"7807";"Anthus gustavi";"Anthus gustavi"
"7808";"Anthus petrosus";"Anthus petrosus"
"7809";"Anthus spinoletta";"Anthus spinoletta"
"7810";"Anthus sylvanus";"Anthus sylvanus"
"7811";"Anthus hellmayri";"Anthus hellmayri"
"7812";"Bubalornis albirostris";"Bubalornis albirostris"
"7813";"Dinemellia dinemelli";"Dinemellia dinemelli"
"7814";"Brachycope anomala";"Brachycope anomala"
"7815";"Foudia omissa";"Foudia omissa"
"7816";"Euplectes afer";"Euplectes afer"
"7817";"Euplectes franciscanus";"Euplectes franciscanus"
"7818";"Euplectes orix";"Euplectes orix"
"7819";"Euplectes aureus";"Euplectes aureus"
"7820";"Euplectes axillaris";"Euplectes axillaris"
"7821";"Euplectes hartlaubi";"Euplectes hartlaubi"
"7822";"Anomalospiza imberbis";"Anomalospiza imberbis"
"7823";"Amblyospiza albifrons";"Amblyospiza albifrons"
"7824";"Cryptospiza salvadorii";"Cryptospiza salvadorii"
"7825";"Hypargos margaritatus";"Hypargos margaritatus"
"7826";"Euschistospiza dybowskii";"Euschistospiza dybowskii"
"7827";"Estrilda coerulescens";NA
"7828";"Estrilda melpoda";"Estrilda melpoda"
"7829";"Estrilda troglodytes";"Estrilda troglodytes"
"7830";"Estrilda astrild";"Estrilda astrild"
"7831";"Amandava formosa";"Amandava formosa"
"7832";"Amandava subflava";"Amandava subflava"
"7833";"Erythrura hyperythra";"Erythrura hyperythra"
"7834";"Erythrura tricolor";"Erythrura tricolor"
"7835";"Erythrura trichroa";"Erythrura trichroa"
"7836";"Erythrura psittacea";"Erythrura psittacea"
"7837";"Euodice cantans";"Euodice cantans"
"7838";"Euodice malabarica";"Euodice malabarica"
"7839";"Crithagra rothschildi";"Crithagra rothschildi"
"7840";"Crithagra mozambica";"Crithagra mozambica"
"7841";"Crithagra flaviventris";"Crithagra flaviventris"
"7842";"Crithagra sulphurata";"Crithagra sulphurata"
"7843";"Crithagra menachensis";"Crithagra menachensis"
"7844";"Chloris chloris";"Chloris chloris"
"7845";"Chloris monguilloti";"Chloris monguilloti"
"7846";"Callacanthis burtoni";"Callacanthis burtoni"
"7847";"Bucanetes mongolicus";"Bucanetes mongolicus"
"7848";"Carpodacus sibiricus";"Carpodacus sibiricus"
"7849";"Haemorhous mexicanus";"Haemorhous mexicanus"
"7850";"Carpodacus pulcherrimus";"Carpodacus pulcherrimus"
"7851";"Carpodacus rodochroa";"Carpodacus rodochroa"
"7852";"Carpodacus edwardsii";"Carpodacus edwardsii"
"7853";"Carpodacus roseus";"Carpodacus roseus"
"7854";"Carpodacus rhodochlamys";"Carpodacus rhodochlamys"
"7855";"Carpodacus rubicilloides";"Carpodacus rubicilloides"
"7856";"Carpodacus subhimachalus";"Carpodacus subhimachalus"
"7857";"Eophona personata";"Eophona personata"
"7858";"Emberiza stewarti";"Emberiza stewarti"
"7859";"Emberiza cirlus";"Emberiza cirlus"
"7860";"Emberiza godlewskii";"Emberiza godlewskii"
"7861";"Emberiza jankowskii";"Emberiza jankowskii"
"7862";"Emberiza impetuani";"Emberiza impetuani"
"7863";"Emberiza capensis";"Emberiza capensis"
"7864";"Emberiza elegans";"Emberiza elegans"
"7865";"Emberiza variabilis";"Emberiza variabilis"
"7866";"Ammodramus humeralis";"Ammodramus humeralis"
"7867";"Atlapetes leucopis";"Atlapetes leucopis"
"7868";"Atlapetes fuscoolivaceus";"Atlapetes fuscoolivaceus"
"7869";"Atlapetes seebohmi";"Atlapetes seebohmi"
"7870";"Atlapetes personatus";"Atlapetes personatus"
"7871";"Arremon castaneiceps";"Arremon castaneiceps"
"7872";"Basileuterus hypoleucus";NA
"7873";"Basileuterus tristriatus";"Basileuterus tristriatus"
"7874";"Conirostrum speciosum";"Conirostrum speciosum"
"7875";"Conirostrum bicolor";"Conirostrum bicolor"
"7876";"Conirostrum margaritae";"Conirostrum margaritae"
"7877";"Cypsnagra hirundinacea";"Cypsnagra hirundinacea"
"7878";"Cissopis leverianus";"Cissopis leverianus"
"7879";"Chlorornis riefferii";"Chlorornis riefferii"
"7880";"Compsothraupis loricata";"Compsothraupis loricata"
"7881";"Chlorospingus parvirostris";"Chlorospingus parvirostris"
"7882";"Bangsia flavovirens";"Bangsia flavovirens"
"7883";"Habia stolzmanni";NA
"7884";"Eucometis penicillata";"Eucometis penicillata"
"7885";"Creurgops verticalis";"Creurgops verticalis"
"7886";"Habia cristata";"Habia cristata"
"7887";"Cyanicterus cyanicterus";"Cyanicterus cyanicterus"
"7888";"Cnemathraupis eximia";"Cnemathraupis eximia"
"7889";"Anisognathus lacrymosus";"Anisognathus lacrymosus"
"7890";"Euphonia plumbea";"Euphonia plumbea"
"7891";"Euphonia chlorotica";"Euphonia chlorotica"
"7892";"Euphonia trinitatis";"Euphonia trinitatis"
"7893";"Euphonia saturata";"Euphonia saturata"
"7894";"Euphonia cyanocephala";NA
"7895";"Euphonia rufiventris";"Euphonia rufiventris"
"7896";"Euphonia pectoralis";"Euphonia pectoralis"
"7897";"Chlorophonia flavirostris";"Chlorophonia flavirostris"
"7898";"Chlorochrysa phoenicotis";"Chlorochrysa phoenicotis"
"7899";"Dacnis flaviventer";"Dacnis flaviventer"
"7900";"Dacnis nigripes";"Dacnis nigripes"
"7901";"Cyanerpes lucidus";"Cyanerpes lucidus"
"7902";"Catamblyrhynchus diadema";"Catamblyrhynchus diadema"
"7903";"Coryphaspiza melanotis";"Coryphaspiza melanotis"
"7904";"Coryphospingus pileatus";"Coryphospingus pileatus"
"7905";"Coryphospingus cucullatus";"Coryphospingus cucullatus"
"7906";"Corydospiza alaudina";NA
"7907";"Diuca diuca";"Diuca diuca"
"7908";"Emberizoides herbicola";"Emberizoides herbicola"
"7909";"Emberizoides ypiranganus";"Emberizoides ypiranganus"
"7910";"Amaurospiza relicta";NA
"7911";"Asemospiza fuliginosa";"Asemospiza fuliginosa"
"7912";"Diglossa albilatera";"Diglossa albilatera"
"7913";"Diglossa duidae";"Diglossa duidae"
"7914";"Diglossa major";"Diglossa major"
"7915";"Diglossa indigotica";"Diglossa indigotica"
"7916";"Diglossa caerulescens";"Diglossa caerulescens"
"7917";"Cardinalis cardinalis";"Cardinalis cardinalis"
"7918";"Cacicus oseryi";"Cacicus oseryi"
"7919";"Cacicus chrysopterus";"Cacicus chrysopterus"
"7920";"Icterus chrysocephalus";NA
"7921";"Icterus cayanensis";"Icterus cayanensis"
"7922";"Icterus nigrogularis";"Icterus nigrogularis"
"7923";"Icterus jamacaii";"Icterus jamacaii"
"7924";"Icterus galbula";"Icterus galbula"
"7925";"Gymnomystax mexicanus";"Gymnomystax mexicanus"
"7926";"Agelasticus xanthophthalmus";"Agelasticus xanthophthalmus"
"7927";"Agelasticus thilius";"Agelasticus thilius"
"7928";"Agelasticus cyanopus";"Agelasticus cyanopus"
"7929";"Agelaius phoeniceus";"Agelaius phoeniceus"
"7930";"Agelaius humeralis";"Agelaius humeralis"
"7931";"Chrysomus ruficapillus";"Chrysomus ruficapillus"
"7932";"Amblyramphus holosericeus";"Amblyramphus holosericeus"
"7933";"Hypopyrrhus pyrohypogaster";"Hypopyrrhus pyrohypogaster"
"7934";"Dives warczewiczi";"Dives warczewiczi"
"7935";"Guaruba guarouba";"Guaruba guarouba"
"7936";"Arremon atricapillus";"Arremon atricapillus"
"7937";"Actenoides capucinus";NA
"7938";"Cyanoramphus novaezelandiae";"Cyanoramphus novaezelandiae"
"7939";"Amazona autumnalis";"Amazona autumnalis"
"7940";"Arremon semitorquatus";"Arremon semitorquatus"
"7941";"Alethe diademata";"Alethe diademata"
"7942";"Calyptophilus frugivorus";"Calyptophilus frugivorus"
"7943";"Aethopyga bella";"Aethopyga bella"
"7944";"Chloropsis kinabaluensis";"Chloropsis kinabaluensis"
"7945";"Geokichla erythronota";"Geokichla erythronota"
"7946";"Atlapetes melanolaemus";"Atlapetes melanolaemus"
"7947";"Cinnycerthia olivascens";"Cinnycerthia olivascens"
"7948";"Aethopyga shelleyi";"Aethopyga shelleyi"
"7949";"Garrulax castanotis";"Garrulax castanotis"
"7950";"Pterorhinus berthemyi";"Pterorhinus berthemyi"
"7951";"Erythrogenys gravivox";"Erythrogenys gravivox"
"7952";"Erythrogenys swinhoei";"Erythrogenys swinhoei"
"7953";"Heterophasia desgodinsi";"Heterophasia desgodinsi"
"7954";"Certhia hodgsoni";"Certhia hodgsoni"
"7955";"Garrulax canorus";"Garrulax canorus"
"7956";"Icterus icterus";"Icterus icterus"
"7957";"Icterus croconotus";"Icterus croconotus"
"7958";"Ficedula parva";"Ficedula parva"
"7959";"Burhinus oedicnemus";"Burhinus oedicnemus"
"7960";"Geoffroyus heteroclitus";"Geoffroyus heteroclitus"
"7961";"Aerodramus vanikorensis";"Aerodramus vanikorensis"
"7962";"Bubo virginianus";"Bubo virginianus"
"7963";"Alauda arvensis";"Alauda arvensis"
"7964";"Crithagra canicapilla";"Crithagra canicapilla"
"7965";"Dessonornis anomalus";NA
"7966";"Calandrella brachydactyla";"Calandrella brachydactyla"
"7967";"Emberiza personata";NA
"7968";"Calliope pectoralis";"Calliope pectoralis"
"7969";"Calliope tschebaiewi";"Calliope tschebaiewi"
"7970";"Ficedula owstoni";"Ficedula owstoni"
"7971";"Ficedula luzoniensis";"Ficedula luzoniensis"
"7972";"Ficedula riedeli";"Ficedula riedeli"
"7973";"Dicaeum keiense";NA
"7974";"Arachnothera flammifera";"Arachnothera flammifera"
"7975";"Cinnyris ludovicensis";"Cinnyris ludovicensis"
"7976";"Aethopyga magnifica";"Aethopyga magnifica"
"7977";"Brachypodius fuscoflavescens";"Brachypodius fuscoflavescens"
"7978";"Carpodacus dubius";"Carpodacus dubius"
"7979";"Brachypteryx montana";"Brachypteryx montana"
"7980";"Aegithalos iredalei";NA
"7981";"Aegithalos iouschistos";"Aegithalos iouschistos"
"7982";"Pterorhinus lanceolatus";"Pterorhinus lanceolatus"
"7983";"Amaurospiza moesta";"Amaurospiza moesta"
"7984";"Estrilda poliopareia";"Estrilda poliopareia"
"7985";"Myzomela batjanensis";NA
"7986";"Nothoprocta perdicaria";"Nothoprocta perdicaria"
"7987";"Pipile jacutinga";"Pipile jacutinga"
"7988";"Megapodius eremita";"Megapodius eremita"
"7989";"Tetraogallus himalayensis";"Tetraogallus himalayensis"
"7990";"Pternistis capensis";"Pternistis capensis"
"7991";"Pternistis hildebrandti";"Pternistis hildebrandti"
"7992";"Pternistis afer";"Pternistis afer"
"7993";"Pternistis erckelii";"Pternistis erckelii"
"7994";"Margaroperdix madagarensis";"Margaroperdix madagarensis"
"7995";"Ophrysia superciliosa";"Ophrysia superciliosa"
"7996";"Polyplectron napoleonis";"Polyplectron napoleonis"
"7997";"Meleagris gallopavo";"Meleagris gallopavo"
"7998";"Numida meleagris";"Numida meleagris"
"7999";"Tadorna cristata";"Tadorna cristata"
"8000";"Mergus serrator";"Mergus serrator"
"8001";"Mergus merganser";"Mergus merganser"
"8002";"Leiopicus medius";NA
"8003";"Trichoglossus chlorolepidotus";"Trichoglossus chlorolepidotus"
"8004";"Vini ultramarina";"Vini ultramarina"
"8005";"Nymphicus hollandicus";"Nymphicus hollandicus"
"8006";"Tanygnathus lucionensis";"Tanygnathus lucionensis"
"8007";"Prosopeia tabuensis";"Prosopeia tabuensis"
"8008";"Melopsittacus undulatus";"Melopsittacus undulatus"
"8009";"Alexandrinus krameri";NA
"8010";"Psittacara acuticaudatus";NA
"8011";"Psittacara mitratus";"Psittacara mitratus"
"8012";"Tyto aurantia";"Tyto aurantia"
"8013";"Ninox odiosa";"Ninox odiosa"
"8014";"Spilopelia senegalensis";NA
"8015";"Streptopelia capicola";"Streptopelia capicola"
"8016";"Reinwardtoena browni";"Reinwardtoena browni"
"8017";"Ptilinopus insolitus";"Ptilinopus insolitus"
"8018";"Tribonyx mortierii";"Tribonyx mortierii"
"8019";"Pterocles exustus";"Pterocles exustus"
"8020";"Sterna paradisaea";"Sterna paradisaea"
"8021";"Uria lomvia";"Uria lomvia"
"8022";"Phalcoboenus chimango";NA
"8023";"Podiceps auritus";"Podiceps auritus"
"8024";"Nyctanassa violacea";"Nyctanassa violacea"
"8025";"Phoenicopterus chilensis";"Phoenicopterus chilensis"
"8026";"Threskiornis aethiopicus";"Threskiornis aethiopicus"
"8027";"Nipponia nippon";"Nipponia nippon"
"8028";"Myiotheretes pernix";"Myiotheretes pernix"
"8029";"Pitangus sulphuratus";"Pitangus sulphuratus"
"8030";"Myrmoderus ruficauda";"Myrmoderus ruficauda"
"8031";"Pithys castaneus";"Pithys castaneus"
"8032";"Scytalopus speluncae";"Scytalopus speluncae"
"8033";"Menura novaehollandiae";"Menura novaehollandiae"
"8034";"Vosea whitemanensis";"Vosea whitemanensis"
"8035";"Melionyx princeps";NA
"8036";"Manorina melanocephala";"Manorina melanocephala"
"8037";"Pomarea dimidiata";"Pomarea dimidiata"
"8038";"Neocossyphus rufus";"Neocossyphus rufus"
"8039";"Neocossyphus poensis";"Neocossyphus poensis"
"8040";"Zoothera andromedae";"Zoothera andromedae"
"8041";"Myadestes unicolor";"Myadestes unicolor"
"8042";"Turdus flavipes";"Turdus flavipes"
"8043";"Turdus leucops";"Turdus leucops"
"8044";"Turdus hortulorum";"Turdus hortulorum"
"8045";"Turdus cardis";"Turdus cardis"
"8046";"Turdus celaenops";"Turdus celaenops"
"8047";"Turdus philomelos";"Turdus philomelos"
"8048";"Turdus infuscatus";"Turdus infuscatus"
"8049";"Turdus reevei";"Turdus reevei"
"8050";"Turdus leucomelas";"Turdus leucomelas"
"8051";"Turdus plebejus";"Turdus plebejus"
"8052";"Turdus lawrencii";"Turdus lawrencii"
"8053";"Turdus nudigenis";"Turdus nudigenis"
"8054";"Turdus maculirostris";"Turdus maculirostris"
"8055";"Turdus rufitorques";"Turdus rufitorques"
"8056";"Melaenornis semipartitus";"Melaenornis semipartitus"
"8057";"Melaenornis pammelaina";"Melaenornis pammelaina"
"8058";"Muscicapa gambagae";"Muscicapa gambagae"
"8059";"Muscicapa griseisticta";"Muscicapa griseisticta"
"8060";"Muscicapa randi";"Muscicapa randi"
"8061";"Muscicapa aquatica";"Muscicapa aquatica"
"8062";"Muscicapa epulata";"Muscicapa epulata"
"8063";"Muscicapa sethsmithi";"Muscicapa sethsmithi"
"8064";"Muscicapa cassini";"Muscicapa cassini"
"8065";"Sheppardia cyornithopsis";"Sheppardia cyornithopsis"
"8066";"Xenocopsychus ansorgei";"Xenocopsychus ansorgei"
"8067";"Tychaedon leucosticta";NA
"8068";"Tychaedon signata";NA
"8069";"Saxicoloides fulicatus";NA
"8070";"Phoenicurus moussieri";"Phoenicurus moussieri"
"8071";"Myiomela diana";"Myiomela diana"
"8072";"Oenanthe leucura";"Oenanthe leucura"
"8073";"Oenanthe moesta";"Oenanthe moesta"
"8074";"Oenanthe heuglinii";NA
"8075";"Oenanthe familiaris";"Oenanthe familiaris"
"8076";"Oenanthe fusca";"Oenanthe fusca"
"8077";"Oenanthe dubia";"Oenanthe dubia"
"8078";"Myrmecocichla tholloni";"Myrmecocichla tholloni"
"8079";"Myrmecocichla aethiops";"Myrmecocichla aethiops"
"8080";"Myrmecocichla arnotti";"Myrmecocichla arnotti"
"8081";"Thamnolaea cinnamomeiventris";"Thamnolaea cinnamomeiventris"
"8082";"Poeoptera lugubris";"Poeoptera lugubris"
"8083";"Onychognathus tristramii";"Onychognathus tristramii"
"8084";"Lamprotornis purpureus";"Lamprotornis purpureus"
"8085";"Lamprotornis nitens";"Lamprotornis nitens"
"8086";"Lamprotornis splendidus";"Lamprotornis splendidus"
"8087";"Lamprotornis australis";"Lamprotornis australis"
"8088";"Lamprotornis pulcher";"Lamprotornis pulcher"
"8089";"Sturnia erythropygia";"Sturnia erythropygia"
"8090";"Sturnia pagodarum";"Sturnia pagodarum"
"8091";"Spodiopsar sericeus";"Spodiopsar sericeus"
"8092";"Mino anais";"Mino anais"
"8093";"Streptocitta albertinae";"Streptocitta albertinae"
"8094";"Mimus saturninus";"Mimus saturninus"
"8095";"Mimus dorsalis";"Mimus dorsalis"
"8096";"Mimus thenca";"Mimus thenca"
"8097";"Mimus parvulus";"Mimus parvulus"
"8098";"Mimus trifasciatus";"Mimus trifasciatus"
"8099";"Toxostoma curvirostre";"Toxostoma curvirostre"
"8100";"Margarops fuscatus";"Margarops fuscatus"
"8101";"Sitta whiteheadi";"Sitta whiteheadi"
"8102";"Sitta canadensis";"Sitta canadensis"
"8103";"Sitta neumayer";"Sitta neumayer"
"8104";"Sitta solangiae";"Sitta solangiae"
"8105";"Sitta oenochlamys";"Sitta oenochlamys"
"8106";"Odontorchilus branickii";"Odontorchilus branickii"
"8107";"Pheugopedius atrogularis";"Pheugopedius atrogularis"
"8108";"Pheugopedius spadix";"Pheugopedius spadix"
"8109";"Pheugopedius mystacalis";"Pheugopedius mystacalis"
"8110";"Pheugopedius genibarbis";"Pheugopedius genibarbis"
"8111";"Pheugopedius coraya";"Pheugopedius coraya"
"8112";"Troglodytes rufociliatus";"Troglodytes rufociliatus"
"8113";"Troglodytes rufulus";"Troglodytes rufulus"
"8114";"Microcerculus bambla";"Microcerculus bambla"
"8115";"Polioptila melanura";"Polioptila melanura"
"8116";"Polioptila schistaceigula";"Polioptila schistaceigula"
"8117";"Polioptila dumicola";"Polioptila dumicola"
"8118";"Pycnonotus sinensis";"Pycnonotus sinensis"
"8119";"Pycnonotus barbatus";"Pycnonotus barbatus"
"8120";"Pycnonotus nigricans";"Pycnonotus nigricans"
"8121";"Pycnonotus leucotis";"Pycnonotus leucotis"
"8122";"Pycnonotus cafer";"Pycnonotus cafer"
"8123";"Ixonotus guttatus";"Ixonotus guttatus"
"8124";"Thescelocichla leucopleura";"Thescelocichla leucopleura"
"8125";"Pyrrhurus scandens";NA
"8126";"Phyllastrephus cabanisi";"Phyllastrephus cabanisi"
"8127";"Neolestes torquatus";"Neolestes torquatus"
"8128";"Scotocerca inquieta";"Scotocerca inquieta"
"8129";"Zosterops senegalensis";"Zosterops senegalensis"
"8130";"Zosterops semperi";"Zosterops semperi"
"8131";"Zosterops nigrorum";"Zosterops nigrorum"
"8132";"Zosterops chloris";"Zosterops chloris"
"8133";"Tephrozosterops stalkeri";"Tephrozosterops stalkeri"
"8134";"Tesia superciliaris";"Tesia superciliaris"
"8135";"Urosphena subulata";"Urosphena subulata"
"8136";"Urosphena whiteheadi";"Urosphena whiteheadi"
"8137";"Phyllergates heterolaemus";"Phyllergates heterolaemus"
"8138";"Leptopoecile elegans";"Leptopoecile elegans"
"8139";"Phylloscopus magnirostris";"Phylloscopus magnirostris"
"8140";"Phylloscopus montis";"Phylloscopus montis"
"8141";"Tickellia hodgsoni";"Tickellia hodgsoni"
"8142";"Megalurulus rubiginosus";NA
"8143";"Trochalopteron virgatum";"Trochalopteron virgatum"
"8144";"Trochalopteron squamatum";"Trochalopteron squamatum"
"8145";"Trochalopteron affine";"Trochalopteron affine"
"8146";"Trochalopteron formosum";"Trochalopteron formosum"
"8147";"Pellorneum pyrrogenys";"Pellorneum pyrrogenys"
"8148";"Illadopsis cleaveri";"Illadopsis cleaveri"
"8149";"Illadopsis rufescens";"Illadopsis rufescens"
"8150";"Illadopsis puveli";"Illadopsis puveli"
"8151";"Illadopsis fulvescens";"Illadopsis fulvescens"
"8152";"Illadopsis turdina";"Illadopsis turdina"
