internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
103727048,Pica pica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Pica,pica,,,,,"(Linnaeus, 1758)","<p><em>Pica pica, P. mauritanica, P. asirensis </em>and<em> P. hudsonia</em> (del Hoyo and Collar 2016) were previously lumped as <em>P. pica</em> following AERC TAC (2003), AOU (1998 and supplements), Christidis and Boles (2008), Cramp <em>et al</em>. (1977-1994) and Sibley and Monroe (1990, 1993).</p>"
22679464,Lagopus muta,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,muta,,,,,"(Montin, 1776)",
2540,Bandicota bengalensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Bandicota,bengalensis,,,,,"(Gray, 1835)",
2541,Bandicota indica,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Bandicota,indica,,,,,"(Bechstein, 1800)",
2893,Boselaphus tragocamelus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Boselaphus,tragocamelus,,,,,"(Pallas, 1766)",
13454,Microtus levis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,levis,,,,,"Miller, 1908","Synonyms include <i>M. rossiaemeridionalis</i>, <i>M. subarvalis</i> and <i>M. epiroticus</i> (Wilson and Reeder 2005)."
13972,Mus musculus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Mus,musculus,,,,,"Linnaeus, 1758",Includes <em>domesticus</em> as a subspecies (Wilson and Reeder 2005). All Philippine populations of <em>Mus</em> are now placed in the species <em>M. musculus</em> (subspecies <em>castaneus</em>) and the species is considered to be non-native (Marshall 1977).
13987,Mus terricolor,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Mus,terricolor,,,,,"Blyth, 1851",
19330,Rattus exulans,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Rattus,exulans,,,,,"(Peale, 1848)",
19352,Rattus nitidus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Rattus,nitidus,,,,,"(Hodgson, 1845)",<i>Rattus nitidus</i> possibly represents a complex of several similar species. Further studies are needed to clarify the taxonomic status of populations currently allocated to this species.
19360,Rattus rattus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Rattus,rattus,,,,,"(Linnaeus, 1758)",
19366,Rattus tanezumi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Rattus,tanezumi,,,,,"Temminck, 1844",<i>Rattus tanezumi</i> likely represents a complex of several similar species. Further studies are needed to clarify the taxonomic status of populations currently allocated to this species.
20025,Sciurus vulgaris,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Sciurus,vulgaris,,,,,"Linnaeus, 1758",There is a well defined subspecies <i>meridionalis</i> according to morphology and genetics and this may even be a valid species. This subspecies is restricted to Calabria (southwestern Italy) and if further taxonomic work confirms this as a full species it is likely to merit listing in a threatened category (G. Amori pers. comm. 2007).
21360,Eutamias sibiricus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Eutamias,sibiricus,,,,,"(Laxmann, 1769)",
22052,Tragelaphus angasii,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Tragelaphus,angasii,,,,,"Angas, 1849",No subspecies are recognised.
29652,Crocidura russula,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,russula,,,,,"(Hermann, 1780)","Genetic studies indicate that the population on Gran Canaria in the Canary Islands (previously considered to be a separate species, <i>Crocidura osorio</i>) is conspecific with <i>C. russula</i> (Vogel <i>et al.</i> 2003), although differences in size, ecology, and behaviour (Hutterer <i>et al.</i> 1992) characterize it as a distinct island form."
39316,Glis glis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,GLIRIDAE,Glis,glis,,,,,"(Linnaeus, 1766)",Was <i>Myoxus glis</i> but now transferred to <i>Glis</i>.
40627,Crocidura dsinezumi,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Crocidura,dsinezumi,,,,,"(Temminck, 1842)",Geographic variation of Japanese populations studied by Motokawa (2003).
2358,Atlantoxerus getulus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Atlantoxerus,getulus,,,,,"(Linnaeus, 1758)",
8202,Eulemur mongoz,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LEMURIDAE,Eulemur,mongoz,,,,,"(Linnaeus, 1766)",Generic synonym = <i>Lemur</i>.
8207,Eulemur fulvus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,LEMURIDAE,Eulemur,fulvus,,,,,"(É. Geoffroy, 1796)","<em>Eulemur fulvus mayottensis</em> (Schlegel 1886), described from the island of Mayotte is considered by Mittermeier <em>et al</em>. (2010) to be nothing more than descendants of <em>E. fulvus</em> which had been introduced to the island. Generic synonym = <em>Lemur</em>.</span>"
22705983,Corvus frugilegus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,frugilegus,,,,,"Linnaeus, 1758",
103890729,Gracupica contra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Gracupica,contra,,,,,"(Linnaeus, 1758)","<p><em>Gracupica contra </em>and<em> G. jalla </em>(del Hoyo and Collar 2016) were previously lumped as <em>Sturnus contra</em> following Sibley and Monroe (1990, 1993).</p>"
22718270,Passer montanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERIDAE,Passer,montanus,,,,,"(Linnaeus, 1758)",
22710767,Lamprotornis superbus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Lamprotornis,superbus,,,,,"Rüppell, 1845",
22712634,Pycnonotus jocosus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PYCNONOTIDAE,Pycnonotus,jocosus,,,,,"(Linnaeus, 1758)",
14085,Myocastor coypus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MYOCASTORIDAE,Myocastor,coypus,,,,,"(Molina, 1782)",
22718949,Ploceus melanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,melanocephalus,,,,,"(Linnaeus, 1758)",
22685739,Eupsittula canicularis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Eupsittula,canicularis,,,,,"(Linnaeus, 1758)",<em>Eupsittula canicularis</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Aratinga</em>.
22724813,Psittacus erithacus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Psittacus,erithacus,,,,,"Linnaeus, 1758",
22685577,Ara severus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Ara,severus,,,,,"(Linnaeus, 1758)",
22690493,Streptopelia tranquebarica,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Streptopelia,tranquebarica,,,,,"(Hermann, 1804)",
22719912,Lonchura oryzivora,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,oryzivora,,,,,"(Linnaeus, 1758)","<p><em>Lonchura oryzivora </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Padda </em>following AOU (1998 &amp; supplements); Christidis &amp; Boles (2008); Dowsett &amp; Forbes-Watson (1993); SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993).</p>"
22678711,Alectoris rufa,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,rufa,,,,,"(Linnaeus, 1758)",
22679355,Chrysolophus pictus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Chrysolophus,pictus,,,,,"(Linnaeus, 1758)",
22684777,Cacatua sulphurea,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,CACATUIDAE,Cacatua,sulphurea,,,,,"(Gmelin, 1788)",
22685326,Agapornis canus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Agapornis,canus,,,,,"(Gmelin, 1788)",
22719132,Foudia madagascariensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Foudia,madagascariensis,,,,,"(Linnaeus, 1766)",
22719837,Lonchura malacca,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,malacca,,,,,"(Linnaeus, 1766)",
22724345,Molothrus bonariensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Molothrus,bonariensis,,,,,"(Gmelin, 1789)",
103870843,Acridotheres melanopterus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,melanopterus,,,,,"(Daudin, 1800)","<p><em>Acridotheres melanopterus, A. tricolor </em>and<em> A. tertius </em>(del Hoyo and Collar 2016) were previously lumped as <em>Sturnus melanopterus</em> following Sibley &amp; Monroe (1990, 1993).</p>"
22678684,Alectoris graeca,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,graeca,,,,,"(Meisner, 1804)",
22678719,Francolinus francolinus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Francolinus,francolinus,,,,,"(Linnaeus, 1766)",
22678728,Francolinus pondicerianus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Francolinus,pondicerianus,,,,,"(Gmelin, 1789)",
22678944,Coturnix coturnix,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Coturnix,coturnix,,,,,"(Linnaeus, 1758)",
22679213,Gallus varius,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Gallus,varius,,,,,"(Shaw, 1798)",
22679500,Bonasa umbellus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Bonasa,umbellus,,,,,"(Linnaeus, 1766)",
22679603,Callipepla californica,ANIMALIA,CHORDATA,GALLIFORMES,AVES,ODONTOPHORIDAE,Callipepla,californica,,,,,"(Shaw, 1798)",
22679753,Dendrocygna arcuata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Dendrocygna,arcuata,,,,,"(Horsfield, 1824)",
22679843,Cygnus atratus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,atratus,,,,,"(Latham, 1790)",
22679889,Anser anser,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,anser,,,,,"(Linnaeus, 1758)",
22679893,Anser indicus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,indicus,,,,,"(Latham, 1790)",
22679935,Branta canadensis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,canadensis,,,,,"(Linnaeus, 1758)","<p><em>Branta canadensis</em> (del Hoyo and Collar 2014) was previously split as <em>B. canadensis</em> and <em>B. hutchinsii</em> following AOU (2004), and before then lumped as B. <em>canadensis </em>following Sibley and Monroe (1990, 1993).</p>  <p></p>"
22679958,Cereopsis novaehollandiae,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cereopsis,novaehollandiae,,,,,"Latham, 1801",
22679993,Alopochen aegyptiaca,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Alopochen,aegyptiaca,,,,,"(Linnaeus, 1766)",
22680061,Cairina moschata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cairina,moschata,,,,,"(Linnaeus, 1758)",
22680107,Aix galericulata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aix,galericulata,,,,,"(Linnaeus, 1758)",
22684781,Cacatua galerita,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,CACATUIDAE,Cacatua,galerita,,,,,"(Latham, 1790)",
22684800,Cacatua goffiniana,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,CACATUIDAE,Cacatua,goffiniana,,,,,"(Finsch, 1863)",
22685342,Agapornis roseicollis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Agapornis,roseicollis,,,,,"(Vieillot, 1818)",
22685346,Agapornis fischeri,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Agapornis,fischeri,,,,,"Reichenow, 1887",
22685352,Agapornis personatus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Agapornis,personatus,,,,,"Reichenow, 1887",
22685356,Agapornis lilianae,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Agapornis,lilianae,,,,,"Shelley, 1894",
22685539,Ara ararauna,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Ara,ararauna,,,,,"(Linnaeus, 1758)",
22685745,Eupsittula pertinax,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Eupsittula,pertinax,,,,,"(Linnaeus, 1758)",<em>Eupsittula pertinax</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Aratinga</em>.
22685752,Aratinga nenday,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Aratinga,nenday,,,,,"(Vieillot, 1823)",<em>Aratinga nenday</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Nandayus</em>.
22685926,Forpus passerinus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Forpus,passerinus,,,,,"(Linnaeus, 1758)",
22685959,Brotogeris versicolurus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Brotogeris,versicolurus,,,,,"(Müller, 1776)",
22686259,Amazona viridigenalis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,viridigenalis,,,,,"(Cassin, 1853)",
22686350,Amazona amazonica,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,amazonica,,,,,"(Linnaeus, 1766)",
22705938,Corvus splendens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,splendens,,,,,"Vieillot, 1817",
22706288,Gymnorhina tibicen,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ARTAMIDAE,Gymnorhina,tibicen,,,,,"(Latham, 1801)",
22710929,Acridotheres ginginianus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,ginginianus,,,,,"(Latham, 1790)",
22715685,Garrulax caerulatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Garrulax,caerulatus,,,,,"(Hodgson, 1836)",
22719164,Euplectes afer,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Euplectes,afer,,,,,"(Gmelin, 1789)",
22719181,Euplectes franciscanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Euplectes,franciscanus,,,,,"(Isert, 1789)",
22719186,Euplectes orix,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Euplectes,orix,,,,,"(Linnaeus, 1758)",
22719196,Euplectes aureus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Euplectes,aureus,,,,,"(Gmelin, 1789)",
22719518,Estrilda coerulescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Estrilda,coerulescens,,,,,"(Vieillot, 1817)",
22719558,Estrilda melpoda,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Estrilda,melpoda,,,,,"(Vieillot, 1817)",
22719570,Estrilda troglodytes,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Estrilda,troglodytes,,,,,"(Lichtenstein, 1823)",
22719574,Estrilda astrild,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Estrilda,astrild,,,,,"(Linnaeus, 1758)",
22719761,Euodice cantans,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Euodice,cantans,,,,,"(Gmelin, 1789)","<p><em>Euodice cantans </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Lonchura </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Cramp et al. (1977-1994); Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>"
22719770,Euodice malabarica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Euodice,malabarica,,,,,"(Linnaeus, 1758)","<p><em>Euodice malabarica </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Lonchura </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Cramp et al. (1977-1994); Sibley &amp; Monroe (1990, 1993).</p>"
22720181,Crithagra mozambica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Crithagra,mozambica,,,,,"(Müller, 1776)","<p><em>Crithagra mozambica</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Serinus</em> and listed as <em>S. mozambicus </em>following AOU (1998 &amp; supplements); Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>"
22720201,Crithagra flaviventris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Crithagra,flaviventris,,,,,"(Gmelin, 1789)","<p><em>Crithagra flaviventris</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Serinus</em> following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>"
22720330,Chloris chloris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Chloris,chloris,,,,,"(Linnaeus, 1758)","<p><em>Chloris chloris</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AERC TAC (2003); Christidis and Boles (2008); Cramp <em>et al</em>. (1977-1994); Dowsett and Forbes-Watson (1993); SACC (2005 and updates); Sibley and Monroe (1990, 1993); Turbott (1990).</p>"
22720888,Emberiza cirlus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,cirlus,,,,,"Linnaeus, 1766",
45093141,Colinus cristatus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,ODONTOPHORIDAE,Colinus,cristatus,,,,,"(Linnaeus, 1766)","<em>Colinus cristatus</em> and <em>C. leucopogon</em> (del Hoyo and Collar 2014) were previously lumped as <em>C. cristatus</em> following Sibley and Monroe (1990, 1993)."
102998555,Alauda arvensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ALAUDIDAE,Alauda,arvensis,,,,,"Linnaeus, 1758","<p><em>Alauda arvensis </em>(AERC TAC [2003]; AOU [1998 and supplements]; Christidis and Boles [2008]; Cramp <em>et al</em>. [1977-1994]; Dowsett and Forbes-Watson [1993]; Sibley and Monroe [1990, 1993]; Turbott [1990]) and <em>A. japonica</em> (Sibley and Monroe [1990, 1993]) have been lumped into <em>A. arvensis</em> following del Hoyo and Collar (2016).</p>"
22678673,Tetraogallus himalayensis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Tetraogallus,himalayensis,,,,,"Gray, 1843",
22678855,Pternistis afer,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Pternistis,afer,,,,,"(Müller, 1776)",<em>Pternistis afer</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Francolinus</em>.
22678865,Pternistis erckelii,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Pternistis,erckelii,,,,,"(Rüppell, 1835)",<em>Pternistis erckelii</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Francolinus</em>.
22678927,Margaroperdix madagarensis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Margaroperdix,madagarensis,,,,,"(Scopoli, 1786)",<em>M. madagarensis</em> (del Hoyo and Collar 2014) was previously listed as <em>M. madagascariensis</em>.
22679525,Meleagris gallopavo,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Meleagris,gallopavo,,,,,"Linnaeus, 1758",
22679555,Numida meleagris,ANIMALIA,CHORDATA,GALLIFORMES,AVES,NUMIDIDAE,Numida,meleagris,,,,,"(Linnaeus, 1758)",
22684828,Nymphicus hollandicus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,CACATUIDAE,Nymphicus,hollandicus,,,,,"(Kerr, 1792)",
22685041,Prosopeia tabuensis,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Prosopeia,tabuensis,,,,,"(Gmelin, 1788)",
22685223,Melopsittacus undulatus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Melopsittacus,undulatus,,,,,"(Shaw, 1805)",
22685441,Psittacula krameri,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Psittacula,krameri,,,,,"(Scopoli, 1769)",
22685672,Psittacara erythrogenys,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Psittacara,erythrogenys,,,,,"Lesson, 1844",<em>Psittacara erythrogenys</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Aratinga</em>.
22690445,Spilopelia senegalensis,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Spilopelia,senegalensis,,,,,"(Linnaeus, 1766)",<em>Spilopelia senegalensis</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Stigmatopelia</em>.<p></p>
22690488,Streptopelia capicola,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Streptopelia,capicola,,,,,"(Sundevall, 1857)",
22692990,Pterocles exustus,ANIMALIA,CHORDATA,PTEROCLIFORMES,AVES,PTEROCLIDAE,Pterocles,exustus,,,,,"Temminck, 1825",
22697510,Threskiornis aethiopicus,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,THRESKIORNITHIDAE,Threskiornis,aethiopicus,,,,,"(Latham, 1790)",
22700605,Pitangus sulphuratus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Pitangus,sulphuratus,,,,,"(Linnaeus, 1766)",
22704433,Manorina melanocephala,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Manorina,melanocephala,,,,,"(Latham, 1801)",
22708822,Turdus philomelos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Turdus,philomelos,,,,,"Brehm, 1831",
22710864,Sturnia pagodarum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Sturnia,pagodarum,,,,,"(Gmelin, 1789)",<p><em>Sturnia pagodarum </em>(del Hoyo and Collar 2016) was previously listed as <em>Sturnus pagodarum</em>.</p>
22712687,Pycnonotus leucotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PYCNONOTIDAE,Pycnonotus,leucotis,,,,,"(Gould, 1836)",
22712695,Pycnonotus cafer,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PYCNONOTIDAE,Pycnonotus,cafer,,,,,"(Linnaeus, 1766)",
22714078,Zosterops natalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ZOSTEROPIDAE,Zosterops,natalis,,,,,"Lister, 1889",
22716810,Sinosuthora alphonsiana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SYLVIIDAE,Sinosuthora,alphonsiana,,,,,"(Verreaux, 1870)",<p><em>Sinosuthora alphonsiana </em>(del Hoyo and Collar 2016) was previously listed as <em>Paradoxornis alphonsianus</em>.</p>
22718651,Prunella modularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PRUNELLIDAE,Prunella,modularis,,,,,"(Linnaeus, 1758)",
22718921,Ploceus cucullatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,cucullatus,,,,,"(Müller, 1776)",
22718966,Ploceus jacksoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,jacksoni,,,,,"Shelley, 1888",
22719493,Uraeginthus bengalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Uraeginthus,bengalus,,,,,"(Linnaeus, 1766)",
22719666,Neochmia temporalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Neochmia,temporalis,,,,,"(Latham, 1801)",
22719886,Lonchura castaneothorax,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,castaneothorax,,,,,"(Gould, 1837)",
22719988,Vidua macroura,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIDUIDAE,Vidua,macroura,,,,,"(Pallas, 1764)",
22720056,Serinus canaria,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Serinus,canaria,,,,,"(Linnaeus, 1758)",
22720374,Spinus cucullatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,cucullatus,,,,,"(Swainson, 1820)","<p><em>Spinus cucullatus</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> and listed as <em>C. cucullata </em>following AOU (1998 and supplements); SACC (2005 and updates); Sibley and Monroe (1990, 1993); Stotz <em>et al</em>. (1996).</p>"
22720441,Linaria cannabina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Linaria,cannabina,,,,,"(Linnaeus, 1758)","<p><em>Linaria cannabina</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AERC TAC (2003); Cramp <em>et al</em>. (1977-1994); Dowsett and Forbes-Watson (1993); Sibley and Monroe (1990, 1993).</p>"
22721582,Paroaria coronata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Paroaria,coronata,,,,,"(Miller, 1776)",
22722500,Ramphocelus dimidiatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Ramphocelus,dimidiatus,,,,,"Lafresnaye, 1837",
22723346,Sicalis flaveola,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sicalis,flaveola,,,,,"(Linnaeus, 1766)",
22725310,Trichoglossus haematodus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Trichoglossus,haematodus,,,,,"(Linnaeus, 1771)","<p><em>Trichoglossus haematodus, T. forsteni, T. capistratus, T. weberi, T. rubritorquis, T. moluccanus </em>and<em> T. rosenbergii </em>(del Hoyo and Collar 2014) were previously lumped as <em>T. haematodus </em>following Christidis and Boles (1994), and before then were split as <em>T. haematodus </em>and<em> T. rubritorquis </em>following Sibley and Monroe (1990, 1993).</p>"
22727533,Streptopelia dusumieri,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Streptopelia,dusumieri,,,,,"(Temminck, 1823)","<p><em>Streptopelia bitorquata&#160;</em>and S.<em>&#160;dusumieri&#160;</em>(del Hoyo and Collar 2014) were previously lumped as&#160;<em>S. bitorquata&#160;</em>following Sibley and Monroe (1990, 1993).</p>"
