"";"Kingdom";"Phylum";"Class";"Family";"Genus";"Species";"Average.annual.cost";"Cumulated.cost";"Number.estimates";"Number.year.values"
"348";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Senecio";"Senecio inaequidens";0,000721716189293053;0,0346423770860666;4;14
"726";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus elliottii/Pinus taeda";0,000716031175441208;0,034369496421178;1;8
"635";"Animalia";"Chordata";"Amphibia";"Rnidae";"Lithobates";"Lithobates catesbeianus";0,000711990022741892;0,0341755210916108;2;4
"727";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae/Elaeagnaceae";"Aster/Dittichia/Elaegnus";"Aster squamatus/Dittrichia viscosa/Elaeagnus angustifolia";0,000703638275049347;0,0337746372023686;1;10
"415";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta elegans/Trachemys scripta/Graptemys pseudogeographica/Pseudemys nelsoni";0,000695454083527584;0,033381796009324;3;3
"80";"Animalia";"Chordata";"Mammalia";"Cervidae";"Muntiacus";"Muntiacus reevesi";0,000671398517181901;0,0322271288247312;1;1
"307";"Animalia";"Arthropoda";"Insecta";"Gelechiidae";"Tecia";"Tecia solanivora";0,000669615292960863;0,0321415340621214;1;1
"104";"Animalia";"Chordata";"Aves";"Anatidae/Threskiornithidae";"Branta/Oxyura/Threskiornis";"Branta canadensis/Oxyura jamaicensis/Threskiornis aethiopicus";0,00066134269654605;0,0317444494342104;1;1
"592";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Crassula";"Crassula helmsii/Ludwigia sp.";0,000657258074690563;0,031548387585147;1;1
"333";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia spp.";0,000601872677541056;0,0288898885219707;3;3
"725";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Aster/Dittichia";"Aster squamatus/Dittrichia viscosa";0,000600188598546887;0,0288090527302506;1;10
"718";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Chondrilla";"Chondrilla juncea";0,000595078935814234;0,0285637889190832;1;6
"716";"Animalia";"Ctenophora";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,000593107780036135;0,0284691734417345;1;1
"355";"Animalia";"Arthropoda";"Insecta";"Curculionidae";"Gonipterus";"Gonipterus scutellatus";0,000576663724157816;0,0276798587595752;3;3
"628";"Animalia";"Chordata";"Reptilia";"Amamidae";"Diploderma";"Diploderma swinhonis";0,000557209148832006;0,0267460391439363;1;1
"445";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Alburnus alburnus/Carassius auratus/Cyprinus carpio/Esox lucius/Gambusia holbrooki/Lepomis gibbosus/Procambarus clarkii";0,000552451753519261;0,0265176841689245;2;2
"338";"Animalia";"Chordata";"Actinopterygii";"Centrarchidae";"Lepomis";"Lepomis gibbosus";0,000546540209577177;0,0262339300597045;12;12
"636";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Gymnocoronis";"Gymnocoronis spilanthoides";0,000541731394314948;0,0260031069271175;2;3
"502";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Syzygium";"Syzygium jambos";0,000539377382080128;0,0258901143398462;2;6
"721";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Larix";"Larix sp.";0,000525358318334848;0,0252171992800727;1;10
"49";"Animalia";"Chordata";"Mammalia";"Mustelidae";"Mustela";"Mustela furo";0,000512338133188643;0,0245922303930549;1;1
"316";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Helichrysum";"Helichrysum petiolare";0,000508354763181402;0,0244010286327073;1;1
"749";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Diverse/Unspecified";"Diverse/Unspecified";0,000506226037082772;0,024298849779973;1;1
"394";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia imbricata";0,000502081091140838;0,0240998923747602;16;35
"616";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Lasius";"Lasius neglectus";0,000498003383581064;0,0239041624118911;1;25
"438";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Colocasia";"Colocasia esculenta";0,000490338933256134;0,0235362687962945;9;9
"38";"Animalia";"Chordata";"Mammalia";"Leporidae/Muridae";"Oryctolagus/Rattus";"Oryctolagus cuniculus/Rattus sp.";0,000473694288788224;0,0227373258618347;1;1
"293";"Animalia";"Mollusca";"Bivalvia";"Dreissenidae/Cyrenidae";"Dreissena/Cobicula";"Dreissena polymorpha/Corbicula fluminea";0,000464165521970097;0,0222799450545647;1;1
"507";"Plantae";"Tracheophyta";"Magnoliopsida";"Casuarinaceae";"Casuarina";"Casuarina equisetifolia";0,000459332793415269;0,0220479740839329;1;1
"397";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia sp.";0,000454808148457651;0,0218307911259672;21;21
"347";"Animalia";"Chordata";"Actinopterygii";"Percidae";"Sander";"Sander lucioperca";0,000450939595947036;0,0216451006054577;4;4
"588";"Animalia";"Chordata";"Actinopterygii";"Scorpaenidae";"Pterois";"Pterois volitans";0,000432407462967415;0,0207555582224359;2;2
"512";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus megalococcus";0,000424689390218601;0,0203850907304928;7;17
"393";"Plantae";"Tracheophyta";"Magnoliopsida";"Pittosporaceae";"Pittosporum";"Pittosporum tobira";0,000422696758267946;0,0202894443968614;8;28
"756";"Plantae";"Tracheophyta";"Magnoliopsida";"Bignoniaceae";"Dolichandra";"Dolichandra unguis-cati";0,00040501341582566;0,0194406439596317;1;20
"478";"Animalia";"Chordata";"Actinopterygii";"Loricariidae";"Diverse/Unspecified";"Diverse/Unspecified";0,000404653676353679;0,0194233764649766;1;1
"697";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae";"Fallopia";"Fallopia baldschuanica";0,000398402706864852;0,0191233299295129;2;22
"138";"Animalia";"Arthropoda";"Insecta";"Gelechiidae/Noctuidae";"Helicoverpa/Tuta";"Helicoverpa armigera/Tuta absoluta";0,000381592644023433;0,0183164469131248;1;1
"633";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Mikania";"Mikania micrantha";0,000377848710264119;0,0181367380926777;4;10
"457";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia cyclops/Lantana camara/Opuntia ficus-indica/Aloe sp./Solanum linnaeanum/Mesembryanthemum cordifolium/Myoporum laetum/Nicotiana glauca/Schinus terebinthifolia/Agave americana";0,000373301236274322;0,0179184593411675;1;1
"342";"Animalia";"Arthropoda";"Malacostraca";"Cambaridae";"Orconectes";"Orconectes limosus";0,000368325877255826;0,0176796421082796;5;5
"638";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Coreopsis";"Coreopsis lanceolata";0,000355995011370946;0,0170877605458054;1;2
"350";"Animalia";"Mollusca";"Bivalvia";"Unionidae";"Sinanodonta";"Sinanodonta woodiana";0,000341842192541163;0,0164084252419758;2;2
"111";"Animalia/Plantae";"Arthropoda/Chordata/Tracheophyta";"Actinopterygii/Magnoliopsida/Malacostraca/Mammalia";"Apiaceae/Cambaridae/Canidae/Fabaceae/Mustelidae/Odontobutidae/Sapindaceae";"Acer/Heracleum/Lupinus/Neovison/Nyctereutes/Orconectes/Perccottus";"Acer negundo/Heracleum sosnowskyi/Lupinus polyphyllus/Neovison vison/Nyctereutes procyonoides/Orconectes limosus";0,000335386203945168;0,0160985377893681;1;1
"341";"Animalia";"Chordata";"Actinopterygii";"Salmonidae";"Oncorhynchus";"Oncorhynchus mykiss";0,000330668663355613;0,0158720958410694;2;2
"409";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe vera";0,00032863723218789;0,0157745871450187;8;8
"709";"Animalia";"Arthropoda/Chordata";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,000327489866053922;0,0157195135705883;1;1
"698";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Jatropha";"Jatropha gossypiifolia";0,000310341490351149;0,0148963915368552;1;3
"567";"Animalia";"Chordata";"Aves";"Sturnidae";"Gracula";"Diverse/Unspecified";0,000310060994349269;0,0148829277287649;1;1
"710";"Animalia/Plantae";"Tracheophyta/Chordata";"Liliopsida/Mammalia";"Poaceae/Diverse/Unspecified";"Panicum/Diverse/Unspecified";"Panicum maximum/Diverse/Unspecified";0,000308079599958667;0,014787820798016;1;4
"343";"Animalia";"Chordata";"Actinopterygii";"Percidae";"Perca";"Perca fluviatilis";0,000301509138214532;0,0144724386342975;3;3
"581";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Flemingia";"Flemingia strobilifera";0,000298950338746508;0,0143496162598324;2;2
"423";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Pennisetum";"Pennisetum sp.";0,000298432998920333;0,014324783948176;29;29
"273";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Calotropis";"Calotropis spp.";0,000286131760358684;0,0137343244972168;1;1
"557";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Solidago";"Solidago gigantea";0,000285764380300245;0,0137166902544118;1;1
"375";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Austrocylindropuntia";"Austrocylindropuntia subulata";0,000276625264844077;0,0132780127125157;26;26
"324";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca sp.";0,000274747940836395;0,013187901160147;12;12
"585";"Animalia";"Chordata";"Mammalia";"Muridae/Felidae";"Felis/Rattus";"Felis catus/Rattus spp.";0,000264814025618513;0,0127110732296886;1;1
"586";"Animalia";"Chordata";"Mammalia";"Bovidae";"Bovins";"Diverse/Unspecified";0,000264814025618513;0,0127110732296886;1;1
"334";"Animalia";"Chordata";"Actinopterygii";"Fundulidae";"Fundulus";"Fundulus heteroclitus";0,000264681152376834;0,012704695314088;4;4
"599";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Brachiaria";"Brachiaria eminii";0,00026176008001454;0,0125644838406979;5;13
"695";"Chromista";"Ochrophyta";"Phaeophyceae";"Fucaceae";"Ascophyllum";"Ascophyllum nodosum";0,000259394058089505;0,0124509147882962;2;2
"696";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Bryophyllum/Kalanchoe";"Kalanchoe delagoensis/Bryophyllum houghtonii/Bryophyllum pinnatum";0,000259305829834946;0,0124466798320774;1;3
"395";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Senecio";"Senecio angulatus";0,000243020858906919;0,0116650012275321;9;9
"706";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Eupatorium";"Eupatorium serotinum";0,000238110284472171;0,0114292936546642;1;18
"331";"Fungi";"Chytridiomycota";"Chytridiomycetes";"Insertae sedis";"Batrachochytrium";"Batrachochytrium dendrobatidis";0,00022843977342772;0,0109651091245306;4;4
"168";"Animalia";"Arthropoda";"Insecta";"Aleyrodidae";"Trialeurodes";"Trialeurodes vaporariorum";0,00022545205775564;0,0108216987722707;1;1
"382";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Vachellia";"Vachellia farnesiana";0,000224722148968255;0,0107866631504762;15;15
"821";"Plantae";"Tracheophyta";"Magnoliopsida";"Tamaricaceae";"Tamarix";"Diverse/Unspecified";0,000217689410203756;0,0104490916897803;5;5
"68";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus exulans/Rattus rattus";0,00021459766413194;0,0103006878783331;1;1
"836";"Plantae";"Tracheophyta";"Magnoliopsida";"Lamiaceae";"Plectranthus";"Plectranthus parviflorus";0,000207534610051016;0,00996166128244875;1;11
"388";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Nicotiana";"Nicotiana glauca";0,00019921644311123;0,00956238926933905;21;21
"323";"Plantae";"Tracheophyta";"Liliopsida";"Iridaceae";"Crocosmia";"Crocosmia crocosmiiflora";0,000195373973569034;0,00937795073131363;1;1
"538";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Ludwigia";"Ludwigia peploides";0,000194374261715546;0,0093299645623462;1;4
"412";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave sp.";0,000193279290984817;0,00927740596727123;11;11
"406";"Plantae";"Tracheophyta";"Liliopsida";"Cyperaceae";"Cyperus";"Cyperus alterniflorus";0,000189693726564414;0,00910529887509187;10;10
"590";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia sp./Melaleuca quinquenervia/Brachiara sp.";0,000180504992015537;0,00866423961674578;1;1
"93";"Animalia";"Chordata";"Reptilia";"Teiidae";"Salvator";"Salvator merianae";0,000180020833333333;0,008641;1;1
"402";"Animalia";"Mollusca";"Gastropoda";"Ampullariidae";"Pomacea";"Pomacea spp.";0,000179235624433596;0,00860330997281263;10;10
"535";"Animalia";"Chordata";"Reptilia";"Iguanidae";"Iguana";"Iguana iguana";0,000179119001293943;0,00859771206210927;3;3
"321";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Senecio";"Senecio mikanioides";0,000164758248934191;0,00790839594884117;1;1
"183";"Animalia";"Chordata";"Actinopterygii";"Odontobutidae";"Perccottus";"Perccottus glenii";0,000152871511922138;0,00733783257226261;1;1
"475";"Animalia";"Arthropoda";"Insecta";"Dactylopiidae";"Dactylopius";"Dactylopius opuntiae";0,000150730848903721;0,0072350807473786;1;1
"301";"Animalia";"Arthropoda";"Malacostraca";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,000146658505232843;0,00703960825117648;1;1
"820";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia saligna/Acacia cyclops";0,000137362290063269;0,00659338992303693;7;7
"319";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Phyllostachys";"Phyllostachys spp.";0,00013547955072225;0,00650301843466801;1;1
"380";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca aloifolia";0,000134323567831496;0,00644753125591179;19;19
"384";"Plantae";"Tracheophyta";"Magnoliopsida";"Basellaceae";"Anredera";"Anredera cordifolia";0,000132899601097073;0,00637918085265949;13;13
"691";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Diverse/Unspecified";0,000132800902288284;0,00637444330983762;1;11
"692";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia spp.";0,000132800902288284;0,00637444330983762;1;11
"825";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Pinaceae/Myrtaceae";"Eucalyptus/Acacia/Pinus";"Diverse/Unspecified";0,000128774749815965;0,00618118799116634;3;3
"700";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Carex strigosa";0,000123173256716887;0,00591231632241059;1;10
"583";"Animalia/Fungi";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Invasive ants/Austropuccinia psidii";0,000121986438152436;0,00585534903131691;1;1
"510";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Pueraria";"Pueraria phaseoloides";0,00012138602332079;0,00582652911939793;7;17
"335";"Animalia";"Chordata";"Actinopterygii";"Poeciliidae";"Gambusia";"Gambusia holbrooki";0,000119003860351314;0,00571218529686306;8;8
"400";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cenchrus";"Cenchrus longisetus";0,000117805259604375;0,00565465246100998;10;10
"534";"Plantae";"Tracheophyta";"Magnoliopsida";"Cannabaceae";"Humulopsis";"Humulopsis scandens";0,000116708688953284;0,00560201706975763;2;2
"464";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Procyon lotor/Neovison vison/Oxyura jamaicensis";0,000113367301671833;0,00544163048024799;1;1
"325";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Zantedeschia";"Zantedeschia aethiopica";0,000112843323654105;0,00541647953539706;1;1
"320";"Plantae";"Tracheophyta";"Magnoliopsida";"Phytolaccaceae";"Phytolacca";"Phytolacca americana";0,000110297569727634;0,00529428334692645;1;1
"690";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Centaurea";"Centaurea calcitrapa";0,000105513874068428;0,00506466595528457;1;1
"322";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Stenotaphrum";"Stenotaphrum secundatum";0,00010550374064812;0,00506417955110977;1;1
"694";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Jatropha";"Jatropha curcas";0,000104788448729759;0,00502984553902844;1;5
"356";"Animalia";"Arthropoda";"Insecta";"Cynipidae";"Dryocosmus";"Dryocosmus kuriphilus";0,000101552318762416;0,00487451130059599;1;1
"317";"Plantae";"Tracheophyta";"Magnoliopsida";"Saxifragaceae";"Hydrangea";"Hydrangea sp.";0,000101183922354319;0,00485682827300733;1;1
"318";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Oenothera";"Oenothera glazioviana";0,000100297522185036;0,0048142810648817;1;1
"378";"Plantae";"Tracheophyta";"Magnoliopsida";"Scrophulariaceae";"Myoporum";"Myoporum laetum";9,82298162771743e-05;0,00471503118130437;18;18
"693";"Plantae";"Tracheophyta";"Magnoliopsida";"Poaceae";"Cenchrus";"Cenchrus purpureus";9,43820680508782e-05;0,00453033926644215;1;1
"302";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Sporobolus";"Sporobolus pumilus";9,39753528676472e-05;0,00451081693764707;1;1
"649";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Centaurea";"Centaurea affinis/Centaurea stoebe";9,23100743366232e-05;0,00443088356815791;6;7
"601";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Prunus";"Prunus serotina/Robinia pseudoacacia";9,12725698228584e-05;0,0043810833514972;1;1
"327";"Plantae";"Tracheophyta";"Magnoliopsida";"Acanthaceae";"Acanthus";"Acanthus mollis";8,82980184902709e-05;0,004238304887533;2;2
"688";"Plantae";"Tracheophyta";"Magnoliopsida";"Rhamnaceae";"Ziziphus";"Ziziphus mauritiana";8,72607820624339e-05;0,00418851753899683;1;3
"516";"Plantae";"Tracheophyta";"Magnoliopsida";"Sapindaceae";"Sapindus";"Sapindus saponaria";8,58324281529336e-05;0,00411995655134081;2;7
"824";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Myrtaceae";"Eucalyptus/Acacia";"Diverse/Unspecified";8,57106989189982e-05;0,00411411354811192;3;3
"339";"Plantae";"Tracheophyta";"Magnoliopsida";"Caprifoliaceae";"Lonicera";"Lonicera japonica";8,38851637582403e-05;0,00402648786039553;3;23
"597";"Plantae";"Tracheophyta";"Magnoliopsida";"Poaceae";"Panicum";"Panicum maximum";8,22463018620115e-05;0,00394782248937655;2;4
"411";"Plantae";"Tracheophyta";"Liliopsida";"Commelinaceae";"Tradescantia";"Tradescantia sp.";8,15920736201789e-05;0,00391641953376859;2;2
"392";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Drosanthemum";"Drosanthemum floribundum";7,98324500681039e-05;0,00383195760326899;2;2
"823";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Pinaceae";"Acacia/Pinus";"Diverse/Unspecified";7,70267314875919e-05;0,00369728311140441;3;3
"740";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Thevetia";"Thevetia peruviana";7,66632537098572e-05;0,00367983617807314;1;20
"544";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Paspalum";"Paspalum distichum";7,58417257141325e-05;0,00364040283427836;1;1
"739";"Plantae";"Tracheophyta";"Magnoliopsida";"Passifloraceae";"Passiflora";"Diverse/Unspecified";7,23238242545822e-05;0,00347154356421995;1;20
"545";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Periploca";"Periploca graeca";7,14410950750612e-05;0,00342917256360294;1;1
"822";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Pinaceae/Myrtaceae";"Acacia/Eucalyptus/Pinus";"Diverse/Unspecified";7,07040717486806e-05;0,00339379544393667;3;3
"11";"Animalia";"Chordata";"Mammalia";"Canidae";"Canis";"Canis lupus dingo/Canis lupus spp.";6,37514852889108e-05;0,00306007129386772;1;1
"358";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Oxalis/Acacia/Carpobrotus/Carpobrotus/Arctotheca";"Oxalis pes-caprae/Acacia melanoxylon/Carpobrotus edulis/Carpobrotus acinaciformis/Arctotheca calendula";6,22025141179568e-05;0,00298572067766193;1;4
"732";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Nerium";"Nerium oleander";6,21984888589407e-05;0,00298552746522915;1;20
"515";"Plantae";"Tracheophyta";"Magnoliopsida";"Lauraceae";"Persea";"Persea americana";6,14496149904073e-05;0,00294958151953955;2;8
"685";"Animalia";"Chordata";"Aves";"Anatidae";"Alopochen";"Alopochen aegyptiaca";5,83686227436184e-05;0,00280169389169368;1;1
"589";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia mangium/Melaleuca quinquenervia";5,7152876060049e-05;0,00274333805088235;1;1
"376";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Gazania";"Gazania sp.";5,60279459820233e-05;0,00268934140713712;12;12
"500";"Plantae";"Tracheophyta";"Magnoliopsida";"Oleaceae";"Ligustrum";"Ligustrum lucidum";5,4180885831863e-05;0,00260068251992942;6;8
"386";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Eucalyptus";"Eucalyptus sp.";5,27568361394605e-05;0,0025323281346941;10;10
"673";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Lespedeza";"Lespedeza cuneata";5,17092831597175e-05;0,00248204559166644;1;3
"418";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Azolla sp./Caulerpa racemosa/Caulerpa taxifolia/Eichhornia crassipes/Cenchrus sp./Pistia stratiotes/Salvinia sp./Egeria densa/Elodea canadensis/Estrilda astrild/Amandava amandava/Pseudosesarma moeschii/Trachemys scripta/Myiopsitta monachus/Psittacula krameri";5,16623033477633e-05;0,00247979056069264;3;3
"477";"Animalia";"Chordata";"Actinopterygii";"Loricariidae";"Pterygoplichthys";"Pterygoplichthys sp.";4,74110255938012e-05;0,00227572922850246;1;1
"349";"Animalia";"Chordata";"Actinopterygii";"Siluridae";"Silurus";"Silurus glanis";4,70700490196079e-05;0,00225936235294118;1;1
"607";"Plantae";"Tracheophyta";"Magnoliopsida";"Apiaceae";"Heracleum/Ambrosia";"Heracleum sosnowskyi/Ambrosia artemisiifolia";4,69984773959676e-05;0,00225592691500645;1;1
"466";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Gleditsia";"Gleditsia triacanthos";4,6432490608298e-05;0,0022287595491983;2;2
"683";"Plantae";"Tracheophyta";"Magnoliopsida";"Tamaricaceae";"Tamarix";"Tamarix chinensis";4,60202274828316e-05;0,00220897091917592;1;1
"426";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Myiopsitta monachus/Psittacula krameri/Estrilda astrild/Amandava amandava/Pseudosesarma moeschii/Eichhornia crassipes/Cenchrus sp./Cortaderia sp./Pistia stratiotes/Salvinia sp./Elodea canadensis/Pomacea canaliculata/Pomacea diffusa";4,44938124189577e-05;0,00213570299610997;3;3
"687";"Plantae";"Tracheophyta";"Filicopsida";"Salviniaceae";"Salvinia";"Salvinia molesta";4,26083502739097e-05;0,00204520081314766;1;1
"57";"Animalia";"Chordata";"Mammalia";"Canidae/Felidae";"Diverse/Unspecified";"Diverse/Unspecified";4,21443947106458e-05;0,002022930946111;1;1
"686";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum tampicense";4,20759402170919e-05;0,00201964513042041;1;1
"383";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe sp.";4,20470654046898e-05;0,00201825913942511;12;12
"135";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Diverse/Unspecified";"Diverse/Unspecified";3,99346484735568e-05;0,00191686312673073;1;1
"374";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Mesembryanthemum";"Mesembryanthemum cordifolium";3,82244451794644e-05;0,00183477336861429;9;9
"648";"Plantae";"Tracheophyta";"Magnoliopsida";"Diverse/Unspecified";"Diverse/Unspecified";"Ludwigia spp./Myriophyllum aquaticum/Hydrocotyle ranunculoides";3,72098981744558e-05;0,00178607511237388;4;4
"414";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Araujia";"Araujia sericifera";3,71182764495927e-05;0,00178167726958045;5;5
"656";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Ludwigia";"Ludwigia grandiflora/Ludwigia peploides";3,70471939257695e-05;0,00177826530843694;2;2
"678";"Animalia";"Mollusca";"Gastropoda";"Oxychilidae";"Selenochlamys";"Selenochlamys spp.";3,61863749185483e-05;0,00173694599609032;1;1
"543";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Paspalum";"Paspalum dilatatum";3,57205475375306e-05;0,00171458628180147;1;1
"553";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Sorghum";"Sorghum halepense";3,57205475375306e-05;0,00171458628180147;1;1
"385";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Eucalyptus";"Eucalyptus camaldulensis";3,56661576588562e-05;0,0017119755676251;3;3
"330";"Animalia";"Chordata";"Mammalia";"Erinaceidae";"Atelerix";"Atelerix albiventris";3,56219389010746e-05;0,00170985306725158;1;1
"680";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Brachiaria";"Brachiaria mutica";3,55656954032493e-05;0,00170715337935597;1;1
"681";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Centaurea";"Centaurea trichocephala";3,33956848826394e-05;0,00160299287436669;1;5
"675";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Ambrosia";"Diverse/Unspecified";3,3200225572071e-05;0,00159361082745941;1;11
"677";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Ambrosia";"Ambrosia spp.";3,3200225572071e-05;0,00159361082745941;1;11
"398";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Kalanchoe";"Kalanchoe daigremontiana";3,29694401621501e-05;0,00158253312778321;3;3
"387";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Helianthus";"Helianthus tuberosus";3,23625438778285e-05;0,00155340210613577;3;3
"564";"Animalia";"Chordata";"Actinopterygii";"Ictaluridae";"Ameiurus";"Ameiurus nebulosus";3,11368564766128e-05;0,00149456911087741;3;3
